DAM_ID,Project name,Continent,Country,Main_river,Major Basin,Capacity (MW),LAT_cleaned,Lon_Cleaned,Stage,Start,End,Reference 1,Reference 2,Reference 3
3063,Nyanga,Africa,Angola,Cuanza,"Angola, Coast",480,-9.7976915,15.4398085,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3064,Lauka,Africa,Angola,Lucala,"Angola, Coast",1000,-9.48125,15.08958333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3065,Jamba Ya Mina,Africa,Angola,Cunene,"Angola, Coast",120,-14.32082717,15.35000617,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3066,Baynes,Africa,Namibia,Cunene,"Angola, Coast",480,-16.99375,13.398383,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3067,Epupa,Africa,Namibia,Cunene,"Angola, Coast",480,-17.42708333,14.148886,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3068,Busanga,Africa,"Congo, Rep.",Congo,Congo,350,-5.374526,13.54375,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3069,Grand Inga,Africa,"Congo, Rep.",Congo,Congo,44000,-5.54791667,13.56041667,P,,,http://en.wikipedia.org/wiki/Grand_Inga_Dam,http://www.internationalrivers.org/campaigns/grand-inga-dam-dr-congo,
3070,Luapula,Africa,Zambia,Luapula,Congo,700,-10.342581,28.62708333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3071,Grand Poubara,Africa,Gabon,Ogoou?,Gulf of Guinea,160,-1.59344883,13.46428217,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3072,Koungou Falls,Africa,Gabon,Ivindo,Gulf of Guinea,,0.20625,12.36458333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3073,Nachtigal,Africa,Cameroon,Sanaga,Gulf of Guinea,330,4.29375,11.213714,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3074,Lom Pangar,Africa,Cameroon,Lom,Gulf of Guinea,30,5.197664,13.37291667,P,,2016,"International Rivers Africa / IHA/ https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3075,Kaléta,Africa,Guinea,G?ba,"Africa, West Coast 2",200,10.41458333,-13.195504,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3076,Kajbar,Africa,Sudan,Nile,Nile,360,19.93541667,30.527229,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3077,Merowe,Africa,Sudan,Nile,Nile,1250,18.559401,31.86458333,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3078,Shereik,Africa,Sudan,Nile,Nile,420,18.72291667,33.63327,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3079,Nimule,Africa,S. Sudan,Bahr el Jebel(Mountain Nile),Nile,750,3.61728567,32.01604767,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3080,Bedden,Africa,S. Sudan,Bahr el Jebel(Mountain Nile),Nile,570,4.56248333,31.50418333,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf / http://africanspotlight.com/2011/09/south-sudan-to-build-hydropower-dam-along-nile-river/,,
3081,Lakki,Africa,S. Sudan,Bahr el Jebel(Mountain Nile),Nile,410,4.128655,31.58125,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf / http://africanspotlight.com/2011/09/south-sudan-to-build-hydropower-dam-along-nile-river/,,
3082,Shukoli,Africa,S. Sudan,Bahr el Jebel(Mountain Nile),Nile,235,4.03640567,31.63442767,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf / http://africanspotlight.com/2011/09/south-sudan-to-build-hydropower-dam-along-nile-river/,,
3083,Fula,Africa,S. Sudan,Bahr el Jebel(Mountain Nile),Nile,890,3.954004,31.708496,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf / http://africanspotlight.com/2011/09/south-sudan-to-build-hydropower-dam-along-nile-river/,,
3084,Dal,Africa,Sudan,Nile,Nile,450,21.320081,30.86041667,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf,,
3085,Karadobi,Africa,Ethiopia,Omo,Rift Valley,1600,8.99791667,37.31041667,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf,,
3086,Baro I,Africa,Ethiopia,Akobo,Nile,170,7.11875,35.378149,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3087,Baro Ii,Africa,Ethiopia,Akobo,Nile,180,7.12083467,35.37499867,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3088,Grand Ethiopian Renaissance,Africa,Ethiopia,El Bahr el Azraq(Blue Nile),Nile,6000,11.21458333,35.093056,U,,,http://en.wikipedia.org/wiki/Grand_Ethiopian_Renaissance_Dam,http://www.internationalrivers.org/resources/the-grand-ethiopian-renaissance-dam-fact-sheet-8213,
3089,Kesem,Africa,Ethiopia,Awash,Rift Valley,15,9.09744017,40.16089317,U,,,World Atlas / http://www.2merkato.com/201209191611/dam-at-kesem-sugar-irrigation-project-successfully-retains-water,,
3090,Mabil,Africa,Ethiopia,Abay (Blue Nile),Nile,,10.34686383,36.84480283,P,,,http://www.fao.org/nr/water/faonile/WaterInfrastructure.pdf,,
3091,Bujagali,Africa,Uganda,Victoria Nile,Nile,250,0.4975,33.14,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3092,Karuma,Africa,Uganda,Victoria Nile,Nile,250,2.24375,32.232269,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3093,Isimba,Africa,Uganda,Victoria Nile,Nile,100,0.93541667,32.96458333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3094,Ayago,Africa,Uganda,Victoria Nile,Nile,600,2.36458333,31.92,U,,,http://en.wikipedia.org/wiki/Ayago_Power_Station,http://www.fao.org/nr/water/faonile/waterinfrastructure.pdf,http://www.newvision.co.ug/news/641880-turkish-company-to-build-ayago-dam.html
3095,Mphanda Nkuwa,Africa,Mozambique,Zambezi,Zambezi,1350,-16.01875,33.455854,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999 / Hydro 4 Africa",,
3096,Cahora Bassa North,Africa,Zambia,Zambezi,Zambezi,1200,-15.62252083,29.76914583,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3098,Lusiwasi Extension,Africa,Zambia,Luangwa,Zambezi,220,-13.235409,31.972909,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3099,Devil'S Gorge,Africa,Zambia,Gwayi,Zambezi,1200,-17.98236483,26.90930183,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3101,Tokwe-Mukorsi,Africa,Zimbabwe,Save,"Africa, Indian Ocean Coast",6,-20.727096,30.902096,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3102,Mpatamanga,Africa,Malawi,Shire,Zambezi,260,-15.716417,34.72708333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3103,Kafue Gorge Lower,Africa,Zambia,Kafue,Zambezi,600,-15.87005,28.53255,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3104,Kainji And Jebba Hydropower,Africa,Nigeria,Niger,Niger,600,9.53958333,4.546705,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3105,Dyodyonga,Africa,Benin,Niger,Niger,26,12.27291667,2.487586,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3106,Mambila,Africa,Nigeria,Mbam,Niger,10000,6.68125,11.175433,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3107,Zungeru,Africa,Nigeria,Kaduna,Niger,700,9.8343385,6.1593385,U,,,McCartney. M. P. 2007 / http://www.cneec.com.cn/NewsCenter/synewscenter/s5/201301/1749.html,,
3108,Fomi,Africa,Guinea,Niger,Niger,90,10.48363233,-9.74553433,P,,,WEC /http://www.hydroworld.com/articles/2011/03/niger-basin-renews-call-for-study-design-of-90-mw-fomi.html,,
3109,Adjarala,Africa,Benin,Oum,"Africa, West Coast 1",147,6.90299567,1.60533767,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3110,Hemang,Africa,Ghana,Volta,"Africa, West Coast 2",93,5.1887175,-1.5737825,P,2015,,McCartney. M. P. 2007/ http://www.modernghana.com/news/72421/1/four-hydro-dams-in-the-pipeline.html,,
3111,Juale,Africa,Ghana,Oti,Volta,87,8.69258883,0.16342217,P,2015,,http://www.modernghana.com/news/72421/1/four-hydro-dams-in-the-pipeline.html,,
3112,Pwalagu,Africa,Ghana,Nakanb? (White Volta),Volta,48,10.60208333,-0.831242,P,2015,,http://www.modernghana.com/news/72421/1/four-hydro-dams-in-the-pipeline.html,,
3113,Felou,Africa,Mali,Senegal,Senegal,60,14.188507,-11.236493,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3114,Gouina,Africa,Mali,Senegal,Senegal,572,14.083335,-11.24791667,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3115,Ruzizi3,Africa,Burundi,Rusizi,Congo,26,-3.167465,29.22708333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3116,Ruzizi4,Africa,"Congo, Rep.",Rusizi,Congo,287,-2.53735167,28.86651833,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3117,Semliki,Africa,"Congo, Rep.",Ituri,Congo,28,0.55944117,29.05110783,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3118,Amerti-Neshi,Africa,Ethiopia,Abay (Blue Nile),Nile,40,9.898696,37.33541667,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3119,Genale,Africa,Ethiopia,Genale,Shebelli - Juba,870,5.591454,41.15208333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3120,Gibe 3,Africa,Ethiopia,Omo,Rift Valley,1870,6.847222,37.30208333,U,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3121,Gibe 4,Africa,Ethiopia,Omo,Rift Valley,1700,6.41339583,36.74077083,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3122,Halele Werabesa,Africa,Ethiopia,Omo,Rift Valley,450,8.27291667,37.874418,P,,2014,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3123,Gojeb Hydropower Project,Africa,Ethiopia,Omo,Rift Valley,150,7.12916667,36.575,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3124,Chemoga-Yeda,Africa,Ethiopia,Abay (Blue Nile),Nile,278,10.30073167,37.76739833,U,,,"IHA Hydro report, http://www.2merkato.com/20110929375/hydro-power-project-in-ethiopia-delayed",,
3125,Sambangalou,Africa,Guinea,Gambia,"Africa, West Coast 2",120,12.23458333,-12.29458333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3126,Ewaso Ngiro,Africa,Kenya,Tana,Rift Valley,180,-1.21458333,35.867942,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3127,Song'Oro,Africa,Kenya,Tana,Nile,20,-0.39373233,34.91456567,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3128,Fufu,Africa,Kenya,Tana,Nile,175,-0.39373233,34.91456567,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3129,Popa Falls,Africa,Angola,Cubango,"Africa, South Interior",20,-18.01041667,21.380649,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3130,Rusumo Falls,Africa,Tanzania,Kagera,Nile,61,-2.37279333,30.79387333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3131,Kalungwishi,Africa,Zambia,Luvua,Congo,210,-9.06539,29.05289,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3132,Lumangwe Falls,Africa,Zambia,Luapula,Congo,210,-9.55208333,29.24583333,P,,,"International Rivers Africa / https://maps.google.com/maps/ms?ie=UTF8&hl=en&msa=0&msid=109377500013281633339.00048a42746d17baf5556&t=h&source=embed&ll=-4.86,14.015&spn=48.680001,54.349999.",,
3133,Bui,Africa,Ghana,Mouhoun(Black Volta),Volta,400,8.27791633,-2.23624967,U,2008,2014,http://www.buipowerauthority.com/bui_project_leaflet.pdf /,,
3134,Ouljet E soltane,Africa,Morocco,Oum Er Rbia,"Africa, North West Coast",,33.59672917,-5.85089583,U,,,http://ageconsearch.umn.edu/bitstream/12141/1/wp060105.pdf / WorldAtlas,,
3135,M'Dèz - El Menzel,Africa,Morocco,Oued Sebou,"Africa, North West Coast",125,33.83641748,-4.64375,U,2010,2014,World Atlas (& http://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/EESS-Renouvelable%20et%20PERG-Resume_English.pdf),,
3136,Ruzizi Iv,Africa,"Congo, Rep.",Rusizi,Congo,200,-2.6795265,28.9170265,P,,2016,http://www.waterpowermagazine.com/features/featuresizing-up-african-hydro,,
3137,Wabo,Oceania,Papua New Guinea,Purari,Papua New Guinea Coast,1800,-7.59375,145.0520833,P,,,http://www.originenergy.com.au/files/FactSheetPNGRenewableEnergyProject.pdf,,
3138,Baiyune Stage 3,Oceania,Papua New Guinea,Ramu,Papua New Guinea Coast,9.4,-7.07842439,146.5950911,U,,,World Atlas /,http://www.postcourier.com.pg/20120816/news05.htm,
3139,Amuri,Oceania,New Zealand,,New Zealand South,38,-42.69791667,172.882519,P,,,http://www.meridianenergy.co.nz/what-we-do/our-projects/hydro-projects/amuri/,,
3140,North Bank,Oceania,New Zealand,Waitaki,New Zealand South,260,-44.68958333,170.429478,P,,,World Atlas /,http://en.wikipedia.org/wiki/North_Bank_tunnel,http://www.meridianenergy.co.nz/about-us/generating-energy/our-generation-projects/north-bank-hydro-project/
3141,Tuapeka Mouth,Oceania,New Zealand,,New Zealand South,350,-46.022714,169.50625,P,,,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=10567071,,
3142,Luggate,Oceania,New Zealand,,New Zealand South,160,-44.764531,169.3354167,P,,,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=10567071,,
3143,Beaumont,Oceania,New Zealand,,New Zealand South,185,-45.77919917,169.5041342,P,,,http://savetheclutha.blogspot.de/2009/04/beaumont.html,,
3144,Luggate Bridge,Oceania,New Zealand,,New Zealand South,86,-44.717046,169.279546,P,,,http://savetheclutha.blogspot.de/2009/04/beaumont.html,,
3145,Battambang 1,Asia,Cambodia,Lancang (Mekong),Mekong,24,12.799372,102.9104167,P,,,Mekong river commision,,
3146,Battambang 2,Asia,Cambodia,Lancang (Mekong),Mekong,22,12.43125,102.902485,P,,,Mekong river commision,,
3147,Pursat 1,Asia,Cambodia,Lancang (Mekong),Mekong,100,12.27291667,103.283401,P,,,Mekong river commision,,
3148,Pursat 2,Asia,Cambodia,Lancang (Mekong),Mekong,10,12.278419,103.290919,P,,,Mekong river commision,,
3149,Lower Se San 3,Asia,Cambodia,Lancang (Mekong),Mekong,243,14.03958333,106.936401,P,,,Mekong river commision,,
3150,Prek Liang 2,Asia,Cambodia,Lancang (Mekong),Mekong,25,14.28337633,107.2582903,P,,,Mekong river commision,,
3151,Lower Sre Pok 3,Asia,Cambodia,Lancang (Mekong),Mekong,204,13.387616,107.0395833,P,,,Mekong river commision,,
3152,Lower Sre Pok 4,Asia,Cambodia,Lancang (Mekong),Mekong,143,13.04791667,107.452415,P,,,Mekong river commision,,
3153,Stung Sen,Asia,Cambodia,Lancang (Mekong),Mekong,23,13.30208333,105.247208,P,,,Mekong river commision,,
3154,Nam Theun1,Asia,Lao PDR,Lancang (Mekong),Mekong,523,18.356807,104.1479167,P,,2014,Mekong river commision,,
3155,Namngiep 1,Asia,Lao PDR,Lancang (Mekong),Mekong,260,18.64791667,103.521324,P,2012,2018,Mekong river commision,,
3156,Nam Ngiep-Regulating Dam,Asia,Lao PDR,Lancang (Mekong),Mekong,16.8,18.64791667,103.571106,P,,2015,Mekong river commision,,
3158,Xepian-Xenamnoy,Asia,Lao PDR,Lancang (Mekong),Mekong,390,15.02615667,106.6053233,P,,,Mekong river commision,,
3159,Xe Katam,Asia,Lao PDR,Lancang (Mekong),Mekong,15,15.13593,106.59375,P,2013,2015,http://cdm.unfccc.int/Projects/Validation/DB/L5RM2SA02DR90EPCE6DDWVSYNH3YKF/view.html,,
3160,Xekong 4,Asia,Lao PDR,Lancang (Mekong),Mekong,300,15.5122985,106.7877015,P,,2014,Mekong river commision,,
3161,Xe Kong 3Up,Asia,Lao PDR,Lancang (Mekong),Mekong,144.6,15.376316,106.78125,P,,,Mekong river commision,,
3162,Xe Kong 3D,Asia,Lao PDR,Lancang (Mekong),Mekong,91,15.12333567,106.8224977,P,,,Mekong river commision,,
3163,Xe Kong 5,Asia,Lao PDR,Lancang (Mekong),Mekong,248,15.97520883,106.9335422,P,,2016,Mekong river commision,,
3164,Nam Ou 1,Asia,Lao PDR,Lancang (Mekong),Mekong,180,20.127269,102.302269,P,,,Mekong river commision,,
3165,Nam Ou 2,Asia,Lao PDR,Lancang (Mekong),Mekong,90,20.38693083,102.4452642,P,,2014,Mekong river commision,,
3166,Nam Ou 3,Asia,Lao PDR,Lancang (Mekong),Mekong,300,20.67769233,102.6610257,P,,2018,Mekong river commision,,
3167,Nam Ou 4,Asia,Lao PDR,Lancang (Mekong),Mekong,75,21.134705,102.4895833,P,,2014,Mekong river commision,,
3168,Nam Ou 5,Asia,Lao PDR,Lancang (Mekong),Mekong,108,21.42572983,102.3465632,P,,2018,Mekong river commision,,
3169,Nam Ou 6,Asia,Lao PDR,Lancang (Mekong),Mekong,210,21.77871,102.1979167,P,,2014,Mekong river commision,,
3170,Nam Ou 7,Asia,Lao PDR,Lancang (Mekong),Mekong,180,22.08738967,102.2584437,P,,2015,Mekong river commision,,
3171,Nam Lik 1,Asia,Lao PDR,Lancang (Mekong),Mekong,54,18.62150617,102.3868272,P,,2014,Mekong river commision,,
3172,Nam San 3,Asia,Lao PDR,Lancang (Mekong),Mekong,48,19.144274,103.669274,P,,2014,Mekong river commision,,
3173,Nam Pha,Asia,Lao PDR,Lancang (Mekong),Mekong,147.2,20.83669717,100.6341362,P,,2016,Mekong river commision,,
3174,Nam Suang 1,Asia,Lao PDR,Lancang (Mekong),Mekong,40,20.0521585,102.3271585,P,,2016,Mekong river commision,,
3175,Nam Suang 2,Asia,Lao PDR,Lancang (Mekong),Mekong,134,20.14948417,102.6411508,P,,2016,Mekong river commision,,
3176,Nam Nga,Asia,Lao PDR,Lancang (Mekong),Mekong,97.84,20.281414,102.206086,P,,2017,Mekong river commision,,
3177,Nam Beng,Asia,Lao PDR,Lancang (Mekong),Mekong,30,19.95208333,101.229354,P,,2014,Mekong river commision,,
3178,Nam Feuang 1,Asia,Lao PDR,Lancang (Mekong),Mekong,28,18.91041667,101.860679,P,,2015,Mekong river commision,,
3179,Nam Feuang 2,Asia,Lao PDR,Lancang (Mekong),Mekong,25,19.14791667,101.9479167,P,,2015,Mekong river commision,,
3180,Nam Feuang 3,Asia,Lao PDR,Lancang (Mekong),Mekong,20,19.2554055,102.0945945,P,,2015,Mekong river commision,,
3181,Xe Pon 3,Asia,Lao PDR,Lancang (Mekong),Mekong,75,16.30208333,106.861861,P,,2018,Mekong river commision,,
3182,Xe Kaman 2A,Asia,Lao PDR,Lancang (Mekong),Mekong,64,15.216019,107.441019,P,,2018,Mekong river commision,,
3183,Xe Kaman 2B,Asia,Lao PDR,Lancang (Mekong),Mekong,100,15.276899,107.4520833,P,,2018,Mekong river commision,,
3184,Xe Kaman 4A,Asia,Lao PDR,Lancang (Mekong),Mekong,96,15.24791667,107.5104167,P,,2018,Mekong river commision,,
3185,Xe Kaman 4B,Asia,Lao PDR,Lancang (Mekong),Mekong,74,15.347394,107.534894,P,,2018,Mekong river commision,,
3186,Dak E Mule,Asia,Lao PDR,Lancang (Mekong),Mekong,105,15.55625,107.071503,P,,2018,Mekong river commision,,
3187,Nam Khan 1,Asia,Lao PDR,Lancang (Mekong),Mekong,101.77,19.88541667,102.183599,P,,2019,Mekong river commision,,
3188,Nam Ngum 4A,Asia,Lao PDR,Lancang (Mekong),Mekong,54,19.4418655,103.0043655,P,,2018,Mekong river commision,,
3189,Nam Ngum 4B,Asia,Lao PDR,Lancang (Mekong),Mekong,54,19.41748067,102.8533527,P,,2018,Mekong river commision,,
